,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
4101,72.0,0.8,94.0,259.8,61.9
4102,24.0,200.0,94.0,244.5,61.9
4103,48.0,12.5,94.0,244.5,61.9
4104,24.0,100.0,94.0,244.5,61.9
4105,72.0,3.2,94.0,155.1,54.3
4106,72.0,0.8,94.0,162.6,54.3
4107,36.0,100.0,94.0,162.6,54.3
4108,24.0,100.0,94.0,202.8,27.6
4109,24.0,200.0,94.0,202.8,27.6
4110,48.0,12.5,94.0,274.9,-35.3
4111,60.0,3.2,94.0,46.4,-31.8
4112,36.0,25.0,94.0,46.4,-31.8
4113,72.0,1.6,94.4,291.7,-46.1
4114,72.0,3.2,94.6,208.3,21.6
4115,24.0,1.6,94.9,69.4,28.8
4116,48.0,3.2,95.0,260.4,0.0
4117,72.0,0.4,95.0,230.5,0.0
4118,24.0,200.0,95.0,230.5,0.0
4119,48.0,25.0,95.0,230.5,0.0
4120,18.0,100.0,95.0,261.6,21.4
4121,48.0,12.5,95.0,196.6,-2.1
4122,48.0,6.3,95.0,222.0,6.5
4123,48.0,25.0,95.0,222.0,6.5
4124,13.5,100.0,95.0,222.0,6.5
4125,72.0,1.6,95.0,280.6,33.5
4126,48.0,12.5,95.0,280.6,33.5
4127,18.0,100.0,95.0,280.6,33.5
4128,48.0,3.2,95.0,259.8,61.9
4129,48.0,6.3,95.0,162.6,54.3
4130,72.0,0.4,95.0,162.6,54.3
4131,48.0,25.0,95.0,162.6,54.3
4132,48.0,3.2,95.0,202.8,27.6
4133,72.0,0.8,95.0,189.5,27.6
4134,36.0,200.0,95.0,189.5,27.6
4135,72.0,1.6,95.0,189.5,27.6
4136,48.0,12.5,95.0,195.5,-35.3
4137,48.0,25.0,95.0,195.5,-35.3
4138,48.0,3.2,95.7,191.6,21.6
4139,48.0,6.3,96.0,260.4,0.0
4140,48.0,12.5,96.0,230.5,0.0
4141,48.0,3.2,96.0,261.6,21.4
4142,48.0,25.0,96.0,248.4,21.4
4143,72.0,0.8,96.0,206.3,-2.1
4144,48.0,6.3,96.0,206.3,-2.1
4145,48.0,1.6,96.0,196.6,-2.1
4146,48.0,3.2,96.0,196.6,-2.1
4147,48.0,12.5,96.0,227.4,6.5
4148,72.0,50.0,96.0,227.4,6.5
4149,48.0,25.0,96.0,227.4,6.5
4150,48.0,1.6,96.0,222.0,6.5
4151,48.0,3.2,96.0,222.0,6.5
4152,72.0,50.0,96.0,222.0,6.5
4153,48.0,1.6,96.0,222.0,6.5
4154,18.0,0.4,96.0,307.7,33.5
4155,48.0,25.0,96.0,307.7,33.5
4156,48.0,25.0,96.0,280.6,33.5
4157,72.0,50.0,96.0,280.6,33.5
4158,48.0,6.3,96.0,259.8,61.9
4159,48.0,1.6,96.0,259.8,61.9
4160,24.0,100.0,96.0,259.8,61.9
4161,72.0,50.0,96.0,162.6,54.3
4162,72.0,0.4,96.0,189.5,27.6
4163,48.0,12.5,96.0,189.5,27.6
4164,72.0,0.8,96.0,195.5,-35.3
4165,48.0,25.0,96.0,195.5,-35.3
4166,72.0,0.4,96.0,195.5,-35.3
4167,48.0,25.0,96.0,181.9,-31.8
4168,72.0,0.8,96.0,181.9,-31.8
4169,48.0,3.2,96.8,305.3,7.6
4170,48.0,3.2,96.9,191.6,21.6
4171,72.0,0.8,97.0,260.4,0.0
4172,72.0,0.8,97.0,230.5,0.0
4173,48.0,6.3,97.0,230.5,0.0
4174,48.0,6.3,97.0,248.4,21.4
4175,48.0,1.6,97.0,206.3,-2.1
4176,72.0,0.8,97.0,227.4,6.5
4177,72.0,0.4,97.0,227.4,6.5
4178,72.0,0.8,97.0,222.0,6.5
4179,24.0,0.8,97.0,307.7,33.5
4180,18.0,0.4,97.0,307.7,33.5
4181,24.0,1.6,97.0,307.7,33.5
4182,72.0,0.8,97.0,259.8,61.9
4183,48.0,25.0,97.0,259.8,61.9
4184,48.0,1.6,97.0,244.5,61.9
4185,48.0,25.0,97.0,189.5,27.6
4186,48.0,3.2,97.0,274.9,-35.3
4187,36.0,200.0,97.0,274.9,-35.3
4188,48.0,1.6,97.0,181.9,-31.8
4189,48.0,1.6,97.0,181.9,-31.8
4190,48.0,6.3,97.1,191.6,21.6
4191,48.0,6.3,98.0,260.4,0.0
4192,48.0,1.6,98.0,248.4,21.4
4193,48.0,12.5,98.0,248.4,21.4
4194,48.0,3.2,98.0,206.3,-2.1
4195,48.0,25.0,98.0,206.3,-2.1
4196,72.0,50.0,98.0,206.3,-2.1
4197,48.0,25.0,98.0,222.0,6.5
4198,36.0,100.0,98.0,307.7,33.5
4199,24.0,200.0,98.0,244.5,61.9
4200,48.0,6.3,98.0,155.1,54.3
4201,48.0,12.5,98.0,155.1,54.3
4202,48.0,1.6,98.0,162.6,54.3
4203,72.0,0.4,98.0,202.8,27.6
4204,48.0,25.0,98.0,274.9,-35.3
4205,24.0,100.0,98.0,274.9,-35.3
4206,48.0,3.2,98.0,46.4,-31.8
4207,48.0,25.0,99.0,260.4,0.0
4208,72.0,50.0,99.0,307.7,33.5
4209,24.0,3.2,99.0,280.6,33.5
4210,48.0,1.6,99.0,259.8,61.9
4211,72.0,50.0,99.0,259.8,61.9
4212,24.0,3.2,99.0,244.5,61.9
4213,72.0,0.4,99.0,155.1,54.3
4214,72.0,0.8,99.0,202.8,27.6
4215,48.0,1.6,99.0,189.5,27.6
4216,72.0,50.0,99.0,189.5,27.6
4217,72.0,0.8,99.0,274.9,-35.3
4218,48.0,25.0,99.0,274.9,-35.3
4219,48.0,1.6,99.7,69.4,28.8
